hour,PL,PL pomorskie,PL zachodniopomorskie,DE,LT,SE
2015-04-10 19:00:00,0.691,0.691,0.691,0.119,0.949,0.601
2015-04-10 20:00:00,0.629,0.629,0.629,0.15,0.945,0.561
2015-04-10 21:00:00,0.545,0.545,0.545,0.202,0.918,0.515
2015-04-10 22:00:00,0.467,0.467,0.467,0.249,0.872,0.462
2015-04-10 23:00:00,0.407,0.407,0.407,0.299,0.802,0.399
2015-04-11 00:00:00,0.285,0.285,0.285,0.308,0.64,0.288
2015-04-11 01:00:00,0.195,0.195,0.195,0.307,0.484,0.217
2015-04-11 02:00:00,0.137,0.137,0.137,0.297,0.349,0.16
2015-04-11 03:00:00,0.09,0.09,0.09,0.302,0.235,0.102
2015-04-11 04:00:00,0.056,0.056,0.056,0.347,0.163,0.061
2015-04-11 05:00:00,0.029,0.029,0.029,0.43,0.129,0.051
2015-04-11 06:00:00,0.026,0.026,0.026,0.506,0.121,0.074
2015-04-11 07:00:00,0.05,0.05,0.05,0.555,0.104,0.133
2015-04-11 08:00:00,0.117,0.117,0.117,0.554,0.079,0.238
2015-04-11 09:00:00,0.227,0.227,0.227,0.521,0.073,0.381
2015-04-11 10:00:00,0.327,0.327,0.327,0.561,0.109,0.523
2015-04-11 11:00:00,0.338,0.338,0.338,0.543,0.075,0.554
2015-04-11 12:00:00,0.362,0.362,0.362,0.721,0.106,0.625
2015-04-11 13:00:00,0.389,0.389,0.389,0.853,0.145,0.658
2015-04-11 14:00:00,0.379,0.379,0.379,0.887,0.159,0.636
2015-04-11 15:00:00,0.375,0.375,0.375,0.907,0.154,0.587
2015-04-11 16:00:00,0.37,0.37,0.37,0.92,0.152,0.573
2015-04-11 17:00:00,0.372,0.372,0.372,0.933,0.163,0.61
2015-04-11 18:00:00,0.42,0.42,0.42,0.946,0.213,0.702
2015-04-11 19:00:00,0.504,0.504,0.504,0.948,0.326,0.78
2015-04-11 20:00:00,0.725,0.725,0.725,0.941,0.537,0.855
2015-04-11 21:00:00,0.905,0.905,0.905,0.94,0.737,0.87
2015-04-11 22:00:00,0.948,0.948,0.948,0.932,0.891,0.863
2015-04-11 23:00:00,0.95,0.95,0.95,0.923,0.927,0.835
2015-04-12 00:00:00,0.95,0.95,0.95,0.926,0.947,0.799
2015-04-12 01:00:00,0.95,0.95,0.95,0.909,0.95,0.785
2015-04-12 02:00:00,0.95,0.95,0.95,0.909,0.95,0.79
2015-04-12 03:00:00,0.95,0.95,0.95,0.88,0.95,0.798
2015-04-12 04:00:00,0.95,0.95,0.95,0.865,0.95,0.813
2015-04-12 05:00:00,0.95,0.95,0.95,0.87,0.95,0.834
2015-04-12 06:00:00,0.95,0.95,0.95,0.878,0.95,0.854
2015-04-12 07:00:00,0.95,0.95,0.95,0.879,0.95,0.849
2015-04-12 08:00:00,0.95,0.95,0.95,0.881,0.95,0.834
2015-04-12 09:00:00,0.95,0.95,0.95,0.881,0.95,0.859
2015-04-12 10:00:00,0.95,0.95,0.95,0.873,0.95,0.895
2015-04-12 11:00:00,0.95,0.95,0.95,0.868,0.95,0.92
2015-04-12 12:00:00,0.95,0.95,0.95,0.907,0.95,0.912
2015-04-12 13:00:00,0.95,0.95,0.95,0.926,0.95,0.916
2015-04-12 14:00:00,0.95,0.95,0.95,0.931,0.95,0.922
2015-04-12 15:00:00,0.95,0.95,0.95,0.931,0.95,0.929
2015-04-12 16:00:00,0.95,0.95,0.95,0.928,0.95,0.911
2015-04-12 17:00:00,0.95,0.95,0.95,0.875,0.95,0.92
2015-04-12 18:00:00,0.95,0.95,0.95,0.903,0.95,0.902
2015-04-12 19:00:00,0.95,0.95,0.95,0.909,0.95,0.875
2015-04-12 20:00:00,0.95,0.95,0.95,0.894,0.95,0.846
2015-04-12 21:00:00,0.938,0.938,0.938,0.878,0.95,0.77
2015-04-12 22:00:00,0.876,0.876,0.876,0.864,0.95,0.721
2015-04-12 23:00:00,0.804,0.804,0.804,0.874,0.946,0.659
2015-04-13 00:00:00,0.623,0.623,0.623,0.927,0.805,0.485
2015-04-13 01:00:00,0.609,0.609,0.609,0.925,0.583,0.415
2015-04-13 02:00:00,0.791,0.791,0.791,0.904,0.685,0.483
2015-04-13 03:00:00,0.927,0.927,0.927,0.874,0.851,0.631
2015-04-13 04:00:00,0.95,0.95,0.95,0.876,0.94,0.673
2015-04-13 05:00:00,0.949,0.949,0.949,0.873,0.949,0.619
2015-04-13 06:00:00,0.935,0.935,0.935,0.87,0.947,0.761
2015-04-13 07:00:00,0.936,0.936,0.936,0.874,0.76,0.827
2015-04-13 08:00:00,0.95,0.95,0.95,0.855,0.454,0.886
2015-04-13 09:00:00,0.95,0.95,0.95,0.823,0.949,0.906
2015-04-13 10:00:00,0.95,0.95,0.95,0.732,0.95,0.902
2015-04-13 11:00:00,0.95,0.95,0.95,0.593,0.95,0.884
2015-04-13 12:00:00,0.95,0.95,0.95,0.589,0.95,0.91
2015-04-13 13:00:00,0.95,0.95,0.95,0.617,0.95,0.921
2015-04-13 14:00:00,0.95,0.95,0.95,0.577,0.95,0.925
2015-04-13 15:00:00,0.95,0.95,0.95,0.509,0.95,0.925
2015-04-13 16:00:00,0.95,0.95,0.95,0.443,0.95,0.919
2015-04-13 17:00:00,0.95,0.95,0.95,0.405,0.945,0.913
2015-04-13 18:00:00,0.95,0.95,0.95,0.373,0.887,0.901
2015-04-13 19:00:00,0.95,0.95,0.95,0.334,0.797,0.888
2015-04-13 20:00:00,0.95,0.95,0.95,0.313,0.811,0.863
2015-04-13 21:00:00,0.949,0.949,0.949,0.285,0.7,0.852
2015-04-13 22:00:00,0.947,0.947,0.947,0.301,0.606,0.854
2015-04-13 23:00:00,0.948,0.948,0.948,0.326,0.731,0.853
2015-04-14 00:00:00,0.947,0.947,0.947,0.4,0.9,0.844
2015-04-14 01:00:00,0.94,0.94,0.94,0.544,0.925,0.833
2015-04-14 02:00:00,0.924,0.924,0.924,0.67,0.836,0.822
2015-04-14 03:00:00,0.924,0.924,0.924,0.779,0.727,0.814
2015-04-14 04:00:00,0.901,0.901,0.901,0.87,0.763,0.776
2015-04-14 05:00:00,0.892,0.892,0.892,0.894,0.738,0.768
2015-04-14 06:00:00,0.907,0.907,0.907,0.905,0.656,0.756
2015-04-14 07:00:00,0.898,0.898,0.898,0.91,0.611,0.718
2015-04-14 08:00:00,0.852,0.852,0.852,0.911,0.494,0.692
2015-04-14 09:00:00,0.836,0.836,0.836,0.911,0.447,0.67
2015-04-14 10:00:00,0.859,0.859,0.859,0.915,0.39,0.651
2015-04-14 11:00:00,0.845,0.845,0.845,0.904,0.374,0.616
2015-04-14 12:00:00,0.914,0.914,0.914,0.898,0.531,0.65
2015-04-14 13:00:00,0.937,0.937,0.937,0.892,0.754,0.692
2015-04-14 14:00:00,0.943,0.943,0.943,0.879,0.925,0.722
2015-04-14 15:00:00,0.95,0.95,0.95,0.868,0.95,0.734
2015-04-14 16:00:00,0.95,0.95,0.95,0.869,0.948,0.747
2015-04-14 17:00:00,0.95,0.95,0.95,0.85,0.949,0.756
2015-04-14 18:00:00,0.95,0.95,0.95,0.839,0.933,0.744
2015-04-14 19:00:00,0.95,0.95,0.95,0.838,0.945,0.721
2015-04-14 20:00:00,0.95,0.95,0.95,0.805,0.949,0.699
2015-04-14 21:00:00,0.95,0.95,0.95,0.747,0.95,0.696
2015-04-14 22:00:00,0.95,0.95,0.95,0.713,0.95,0.695
2015-04-14 23:00:00,0.95,0.95,0.95,0.748,0.95,0.681
2015-04-15 00:00:00,0.95,0.95,0.95,0.75,0.95,0.692
2015-04-15 01:00:00,0.95,0.95,0.95,0.743,0.949,0.686
2015-04-15 02:00:00,0.95,0.95,0.95,0.749,0.943,0.67
2015-04-15 03:00:00,0.95,0.95,0.95,0.775,0.941,0.648
2015-04-15 04:00:00,0.95,0.95,0.95,0.811,0.932,0.635
2015-04-15 05:00:00,0.95,0.95,0.95,0.84,0.93,0.614
2015-04-15 06:00:00,0.948,0.948,0.948,0.837,0.904,0.596
2015-04-15 07:00:00,0.932,0.932,0.932,0.835,0.86,0.596
2015-04-15 08:00:00,0.865,0.865,0.865,0.847,0.805,0.566
2015-04-15 09:00:00,0.826,0.826,0.826,0.876,0.59,0.591
2015-04-15 10:00:00,0.861,0.861,0.861,0.896,0.515,0.585
2015-04-15 11:00:00,0.863,0.863,0.863,0.885,0.525,0.588
2015-04-15 12:00:00,0.827,0.827,0.827,0.912,0.576,0.6
2015-04-15 13:00:00,0.856,0.856,0.856,0.915,0.707,0.642
2015-04-15 14:00:00,0.94,0.94,0.94,0.909,0.598,0.682
2015-04-15 15:00:00,0.95,0.95,0.95,0.888,0.812,0.698
2015-04-15 16:00:00,0.95,0.95,0.95,0.879,0.933,0.721
2015-04-15 17:00:00,0.95,0.95,0.95,0.829,0.95,0.735
2015-04-15 18:00:00,0.95,0.95,0.95,0.745,0.95,0.733
2015-04-15 19:00:00,0.95,0.95,0.95,0.712,0.95,0.729
2015-04-15 20:00:00,0.95,0.95,0.95,0.715,0.95,0.732
2015-04-15 21:00:00,0.95,0.95,0.95,0.72,0.95,0.741
2015-04-15 22:00:00,0.95,0.95,0.95,0.69,0.95,0.752
2015-04-15 23:00:00,0.95,0.95,0.95,0.533,0.948,0.746
2015-04-16 00:00:00,0.95,0.95,0.95,0.512,0.948,0.766
2015-04-16 01:00:00,0.95,0.95,0.95,0.515,0.95,0.844
2015-04-16 02:00:00,0.95,0.95,0.95,0.54,0.95,0.869
2015-04-16 03:00:00,0.95,0.95,0.95,0.558,0.95,0.855
2015-04-16 04:00:00,0.95,0.95,0.95,0.556,0.94,0.864
2015-04-16 05:00:00,0.95,0.95,0.95,0.553,0.907,0.855
2015-04-16 06:00:00,0.95,0.95,0.95,0.567,0.893,0.835
2015-04-16 07:00:00,0.95,0.95,0.95,0.627,0.9,0.814
2015-04-16 08:00:00,0.949,0.949,0.949,0.642,0.931,0.86
2015-04-16 09:00:00,0.947,0.947,0.947,0.589,0.942,0.855
2015-04-16 10:00:00,0.947,0.947,0.947,0.546,0.943,0.845
2015-04-16 11:00:00,0.94,0.94,0.94,0.482,0.923,0.797
2015-04-16 12:00:00,0.947,0.947,0.947,0.503,0.94,0.81
2015-04-16 13:00:00,0.95,0.95,0.95,0.513,0.949,0.806
2015-04-16 14:00:00,0.95,0.95,0.95,0.517,0.95,0.817
2015-04-16 15:00:00,0.95,0.95,0.95,0.526,0.95,0.818
2015-04-16 16:00:00,0.95,0.95,0.95,0.522,0.95,0.81
2015-04-16 17:00:00,0.95,0.95,0.95,0.508,0.95,0.787
2015-04-16 18:00:00,0.95,0.95,0.95,0.513,0.949,0.775
2015-04-16 19:00:00,0.949,0.949,0.949,0.498,0.946,0.75
2015-04-16 20:00:00,0.919,0.919,0.919,0.472,0.817,0.746
2015-04-16 21:00:00,0.87,0.87,0.87,0.464,0.463,0.782
2015-04-16 22:00:00,0.903,0.903,0.903,0.497,0.56,0.807
2015-04-16 23:00:00,0.93,0.93,0.93,0.455,0.794,0.834
2015-04-17 00:00:00,0.903,0.903,0.903,0.486,0.851,0.806
2015-04-17 01:00:00,0.848,0.848,0.848,0.46,0.85,0.788
2015-04-17 02:00:00,0.848,0.848,0.848,0.409,0.769,0.786
2015-04-17 03:00:00,0.852,0.852,0.852,0.469,0.62,0.757
2015-04-17 04:00:00,0.811,0.811,0.811,0.592,0.509,0.694
2015-04-17 05:00:00,0.657,0.657,0.657,0.64,0.385,0.618
2015-04-17 06:00:00,0.527,0.527,0.527,0.645,0.327,0.576
2015-04-17 07:00:00,0.463,0.463,0.463,0.619,0.375,0.537
2015-04-17 08:00:00,0.391,0.391,0.391,0.573,0.341,0.494
2015-04-17 09:00:00,0.298,0.298,0.298,0.504,0.282,0.462
2015-04-17 10:00:00,0.265,0.265,0.265,0.442,0.329,0.494
2015-04-17 11:00:00,0.261,0.261,0.261,0.365,0.463,0.505
2015-04-17 12:00:00,0.268,0.268,0.268,0.363,0.569,0.491
2015-04-17 13:00:00,0.32,0.32,0.32,0.381,0.581,0.509
2015-04-17 14:00:00,0.462,0.462,0.462,0.4,0.679,0.549
2015-04-17 15:00:00,0.593,0.593,0.593,0.427,0.766,0.59
2015-04-17 16:00:00,0.693,0.693,0.693,0.513,0.826,0.624
2015-04-17 17:00:00,0.759,0.759,0.759,0.594,0.899,0.643
2015-04-17 18:00:00,0.743,0.743,0.743,0.635,0.919,0.602
2015-04-17 19:00:00,0.746,0.746,0.746,0.643,0.939,0.579
2015-04-17 20:00:00,0.765,0.765,0.765,0.652,0.95,0.552
2015-04-17 21:00:00,0.878,0.878,0.878,0.656,0.949,0.547
2015-04-17 22:00:00,0.92,0.92,0.92,0.641,0.947,0.542
2015-04-17 23:00:00,0.938,0.938,0.938,0.496,0.944,0.545
2015-04-18 00:00:00,0.937,0.937,0.937,0.481,0.915,0.553
2015-04-18 01:00:00,0.928,0.928,0.928,0.43,0.856,0.549
2015-04-18 02:00:00,0.888,0.888,0.888,0.37,0.864,0.572
2015-04-18 03:00:00,0.853,0.853,0.853,0.364,0.851,0.593
2015-04-18 04:00:00,0.79,0.79,0.79,0.378,0.827,0.612
2015-04-18 05:00:00,0.799,0.799,0.799,0.352,0.805,0.639
2015-04-18 06:00:00,0.834,0.834,0.834,0.29,0.813,0.627
2015-04-18 07:00:00,0.834,0.834,0.834,0.235,0.781,0.577
2015-04-18 08:00:00,0.775,0.775,0.775,0.181,0.716,0.494
2015-04-18 09:00:00,0.655,0.655,0.655,0.137,0.638,0.399
2015-04-18 10:00:00,0.526,0.526,0.526,0.108,0.54,0.308
2015-04-18 11:00:00,0.371,0.371,0.371,0.097,0.454,0.201
2015-04-18 12:00:00,0.298,0.298,0.298,0.17,0.38,0.185
2015-04-18 13:00:00,0.26,0.26,0.26,0.215,0.322,0.233
2015-04-18 14:00:00,0.305,0.305,0.305,0.247,0.367,0.31
2015-04-18 15:00:00,0.385,0.385,0.385,0.294,0.479,0.343
2015-04-18 16:00:00,0.451,0.451,0.451,0.384,0.518,0.365
2015-04-18 17:00:00,0.545,0.545,0.545,0.455,0.429,0.399
2015-04-18 18:00:00,0.612,0.612,0.612,0.471,0.346,0.394
2015-04-18 19:00:00,0.558,0.558,0.558,0.538,0.263,0.403
2015-04-18 20:00:00,0.483,0.483,0.483,0.609,0.222,0.42
2015-04-18 21:00:00,0.399,0.399,0.399,0.657,0.223,0.403
2015-04-18 22:00:00,0.27,0.27,0.27,0.685,0.228,0.359
2015-04-18 23:00:00,0.14,0.14,0.14,0.689,0.224,0.285
2015-04-19 00:00:00,0.178,0.178,0.178,0.669,0.284,0.27
2015-04-19 01:00:00,0.275,0.275,0.275,0.636,0.351,0.359
2015-04-19 02:00:00,0.349,0.349,0.349,0.53,0.47,0.463
2015-04-19 03:00:00,0.559,0.559,0.559,0.421,0.63,0.559
2015-04-19 04:00:00,0.735,0.735,0.735,0.424,0.619,0.633
2015-04-19 05:00:00,0.606,0.606,0.606,0.465,0.566,0.566
2015-04-19 06:00:00,0.513,0.513,0.513,0.529,0.545,0.525
2015-04-19 07:00:00,0.475,0.475,0.475,0.54,0.504,0.519
2015-04-19 08:00:00,0.476,0.476,0.476,0.546,0.435,0.513
2015-04-19 09:00:00,0.437,0.437,0.437,0.524,0.419,0.485
2015-04-19 10:00:00,0.414,0.414,0.414,0.468,0.388,0.432
2015-04-19 11:00:00,0.337,0.337,0.337,0.387,0.361,0.36
2015-04-19 12:00:00,0.317,0.317,0.317,0.337,0.403,0.309
2015-04-19 13:00:00,0.281,0.281,0.281,0.306,0.477,0.286
2015-04-19 14:00:00,0.307,0.307,0.307,0.239,0.701,0.314
2015-04-19 15:00:00,0.367,0.367,0.367,0.16,0.824,0.404
2015-04-19 16:00:00,0.556,0.556,0.556,0.086,0.831,0.574
2015-04-19 17:00:00,0.887,0.887,0.887,0.044,0.863,0.722
2015-04-19 18:00:00,0.938,0.938,0.938,0.043,0.899,0.744
2015-04-19 19:00:00,0.922,0.922,0.922,0.073,0.886,0.739
2015-04-19 20:00:00,0.858,0.858,0.858,0.106,0.896,0.746
2015-04-19 21:00:00,0.824,0.824,0.824,0.099,0.939,0.778
2015-04-19 22:00:00,0.91,0.91,0.91,0.108,0.95,0.823
2015-04-19 23:00:00,0.942,0.942,0.942,0.158,0.95,0.859
2015-04-20 00:00:00,0.948,0.948,0.948,0.18,0.95,0.863
2015-04-20 01:00:00,0.943,0.943,0.943,0.196,0.95,0.865
2015-04-20 02:00:00,0.936,0.936,0.936,0.187,0.95,0.852
2015-04-20 03:00:00,0.944,0.944,0.944,0.171,0.95,0.835
2015-04-20 04:00:00,0.949,0.949,0.949,0.172,0.95,0.821
2015-04-20 05:00:00,0.95,0.95,0.95,0.207,0.95,0.816
2015-04-20 06:00:00,0.95,0.95,0.95,0.28,0.95,0.807
2015-04-20 07:00:00,0.95,0.95,0.95,0.374,0.95,0.8
2015-04-20 08:00:00,0.95,0.95,0.95,0.439,0.95,0.766
2015-04-20 09:00:00,0.948,0.948,0.948,0.455,0.95,0.729
2015-04-20 10:00:00,0.941,0.941,0.941,0.397,0.95,0.681
2015-04-20 11:00:00,0.873,0.873,0.873,0.288,0.949,0.577
2015-04-20 12:00:00,0.837,0.837,0.837,0.211,0.948,0.532
2015-04-20 13:00:00,0.858,0.858,0.858,0.183,0.949,0.498
2015-04-20 14:00:00,0.852,0.852,0.852,0.176,0.948,0.46
2015-04-20 15:00:00,0.815,0.815,0.815,0.208,0.944,0.406
2015-04-20 16:00:00,0.738,0.738,0.738,0.258,0.936,0.313
2015-04-20 17:00:00,0.572,0.572,0.572,0.298,0.91,0.175
2015-04-20 18:00:00,0.322,0.322,0.322,0.336,0.85,0.109
2015-04-20 19:00:00,0.137,0.137,0.137,0.383,0.681,0.153
2015-04-20 20:00:00,0.068,0.068,0.068,0.405,0.455,0.277
2015-04-20 21:00:00,0.072,0.072,0.072,0.397,0.301,0.343
2015-04-20 22:00:00,0.115,0.115,0.115,0.379,0.205,0.363
2015-04-20 23:00:00,0.136,0.136,0.136,0.377,0.136,0.388
2015-04-21 00:00:00,0.24,0.24,0.24,0.441,0.19,0.412
2015-04-21 01:00:00,0.38,0.38,0.38,0.563,0.224,0.453
2015-04-21 02:00:00,0.513,0.513,0.513,0.677,0.261,0.564
2015-04-21 03:00:00,0.657,0.657,0.657,0.741,0.321,0.646
2015-04-21 04:00:00,0.677,0.677,0.677,0.751,0.314,0.645
2015-04-21 05:00:00,0.559,0.559,0.559,0.737,0.221,0.704
2015-04-21 06:00:00,0.583,0.583,0.583,0.72,0.496,0.793
2015-04-21 07:00:00,0.811,0.811,0.811,0.719,0.816,0.776
2015-04-21 08:00:00,0.94,0.94,0.94,0.682,0.841,0.707
2015-04-21 09:00:00,0.936,0.936,0.936,0.68,0.844,0.649
2015-04-21 10:00:00,0.873,0.873,0.873,0.666,0.844,0.583
2015-04-21 11:00:00,0.744,0.744,0.744,0.52,0.794,0.48
2015-04-21 12:00:00,0.717,0.717,0.717,0.508,0.875,0.466
2015-04-21 13:00:00,0.612,0.612,0.612,0.58,0.871,0.38
2015-04-21 14:00:00,0.501,0.501,0.501,0.622,0.873,0.239
2015-04-21 15:00:00,0.393,0.393,0.393,0.628,0.855,0.125
2015-04-21 16:00:00,0.3,0.3,0.3,0.66,0.815,0.069
2015-04-21 17:00:00,0.233,0.233,0.233,0.729,0.796,0.039
2015-04-21 18:00:00,0.178,0.178,0.178,0.74,0.764,0.021
2015-04-21 19:00:00,0.139,0.139,0.139,0.752,0.69,0.015
2015-04-21 20:00:00,0.11,0.11,0.11,0.777,0.531,0.018
2015-04-21 21:00:00,0.079,0.079,0.079,0.784,0.339,0.039
2015-04-21 22:00:00,0.041,0.041,0.041,0.794,0.194,0.089
2015-04-21 23:00:00,0.014,0.014,0.014,0.815,0.073,0.18
2015-04-22 00:00:00,0.005,0.005,0.005,0.837,0.025,0.206
2015-04-22 01:00:00,0.001,0.001,0.001,0.838,0.004,0.231
2015-04-22 02:00:00,0.0,0.0,0.0,0.831,0.0,0.229
2015-04-22 03:00:00,0.0,0.0,0.0,0.838,0.0,0.197
2015-04-22 04:00:00,0.0,0.0,0.0,0.848,0.003,0.187
2015-04-22 05:00:00,0.0,0.0,0.0,0.855,0.006,0.176
2015-04-22 06:00:00,0.0,0.0,0.0,0.85,0.007,0.197
2015-04-22 07:00:00,0.0,0.0,0.0,0.844,0.017,0.227
2015-04-22 08:00:00,0.0,0.0,0.0,0.822,0.026,0.237
2015-04-22 09:00:00,0.0,0.0,0.0,0.788,0.037,0.243
2015-04-22 10:00:00,0.001,0.001,0.001,0.722,0.071,0.256
2015-04-22 11:00:00,0.001,0.001,0.001,0.683,0.056,0.266
2015-04-22 12:00:00,0.009,0.009,0.009,0.636,0.083,0.312
2015-04-22 13:00:00,0.063,0.063,0.063,0.596,0.189,0.382
2015-04-22 14:00:00,0.175,0.175,0.175,0.547,0.413,0.468
2015-04-22 15:00:00,0.338,0.338,0.338,0.514,0.64,0.548
2015-04-22 16:00:00,0.542,0.542,0.542,0.535,0.77,0.624
2015-04-22 17:00:00,0.739,0.739,0.739,0.564,0.843,0.677
2015-04-22 18:00:00,0.858,0.858,0.858,0.564,0.891,0.704
2015-04-22 19:00:00,0.922,0.922,0.922,0.551,0.916,0.717
2015-04-22 20:00:00,0.946,0.946,0.946,0.561,0.93,0.754
2015-04-22 21:00:00,0.949,0.949,0.949,0.566,0.945,0.826
2015-04-22 22:00:00,0.95,0.95,0.95,0.556,0.95,0.842
2015-04-22 23:00:00,0.95,0.95,0.95,0.439,0.95,0.861
2015-04-23 00:00:00,0.95,0.95,0.95,0.423,0.95,0.861
2015-04-23 01:00:00,0.95,0.95,0.95,0.318,0.95,0.859
2015-04-23 02:00:00,0.95,0.95,0.95,0.257,0.95,0.867
2015-04-23 03:00:00,0.95,0.95,0.95,0.251,0.95,0.864
2015-04-23 04:00:00,0.95,0.95,0.95,0.258,0.95,0.857
2015-04-23 05:00:00,0.95,0.95,0.95,0.258,0.95,0.86
2015-04-23 06:00:00,0.95,0.95,0.95,0.258,0.95,0.869
2015-04-23 07:00:00,0.95,0.95,0.95,0.278,0.95,0.872
2015-04-23 08:00:00,0.95,0.95,0.95,0.273,0.95,0.862
2015-04-23 09:00:00,0.95,0.95,0.95,0.266,0.95,0.858
2015-04-23 10:00:00,0.95,0.95,0.95,0.259,0.942,0.847
2015-04-23 11:00:00,0.95,0.95,0.95,0.226,0.887,0.834
2015-04-23 12:00:00,0.95,0.95,0.95,0.249,0.868,0.865
2015-04-23 13:00:00,0.95,0.95,0.95,0.263,0.887,0.885
2015-04-23 14:00:00,0.95,0.95,0.95,0.245,0.905,0.902
2015-04-23 15:00:00,0.95,0.95,0.95,0.232,0.93,0.908
2015-04-23 16:00:00,0.95,0.95,0.95,0.232,0.949,0.886
2015-04-23 17:00:00,0.95,0.95,0.95,0.249,0.95,0.879
2015-04-23 18:00:00,0.95,0.95,0.95,0.256,0.95,0.874
2015-04-23 19:00:00,0.95,0.95,0.95,0.247,0.95,0.876
2015-04-23 20:00:00,0.95,0.95,0.95,0.218,0.95,0.872
2015-04-23 21:00:00,0.95,0.95,0.95,0.192,0.95,0.881
2015-04-23 22:00:00,0.95,0.95,0.95,0.179,0.95,0.881
2015-04-23 23:00:00,0.947,0.947,0.947,0.185,0.938,0.856
2015-04-24 00:00:00,0.946,0.946,0.946,0.173,0.931,0.834
2015-04-24 01:00:00,0.942,0.942,0.942,0.161,0.934,0.803
2015-04-24 02:00:00,0.939,0.939,0.939,0.154,0.938,0.79
2015-04-24 03:00:00,0.94,0.94,0.94,0.154,0.947,0.768
2015-04-24 04:00:00,0.936,0.936,0.936,0.153,0.948,0.741
2015-04-24 05:00:00,0.937,0.937,0.937,0.13,0.944,0.732
2015-04-24 06:00:00,0.938,0.938,0.938,0.098,0.947,0.73
2015-04-24 07:00:00,0.933,0.933,0.933,0.069,0.947,0.739
2015-04-24 08:00:00,0.926,0.926,0.926,0.057,0.947,0.722
2015-04-24 09:00:00,0.911,0.911,0.911,0.074,0.94,0.686
2015-04-24 10:00:00,0.89,0.89,0.89,0.122,0.923,0.636
2015-04-24 11:00:00,0.724,0.724,0.724,0.177,0.783,0.507
2015-04-24 12:00:00,0.796,0.796,0.796,0.26,0.723,0.557
2015-04-24 13:00:00,0.895,0.895,0.895,0.314,0.711,0.579
2015-04-24 14:00:00,0.939,0.939,0.939,0.355,0.743,0.577
2015-04-24 15:00:00,0.935,0.935,0.935,0.393,0.828,0.563
2015-04-24 16:00:00,0.905,0.905,0.905,0.392,0.888,0.547
2015-04-24 17:00:00,0.852,0.852,0.852,0.384,0.881,0.532
2015-04-24 18:00:00,0.774,0.774,0.774,0.405,0.824,0.506
2015-04-24 19:00:00,0.664,0.664,0.664,0.412,0.773,0.461
2015-04-24 20:00:00,0.51,0.51,0.51,0.356,0.718,0.38
2015-04-24 21:00:00,0.353,0.353,0.353,0.308,0.655,0.28
2015-04-24 22:00:00,0.223,0.223,0.223,0.326,0.555,0.203
2015-04-24 23:00:00,0.158,0.158,0.158,0.334,0.383,0.159
2015-04-25 00:00:00,0.122,0.122,0.122,0.381,0.32,0.124
2015-04-25 01:00:00,0.09,0.09,0.09,0.442,0.134,0.106
2015-04-25 02:00:00,0.091,0.091,0.091,0.594,0.073,0.107
2015-04-25 03:00:00,0.09,0.09,0.09,0.713,0.078,0.105
2015-04-25 04:00:00,0.079,0.079,0.079,0.698,0.076,0.115
2015-04-25 05:00:00,0.098,0.098,0.098,0.652,0.08,0.152
2015-04-25 06:00:00,0.129,0.129,0.129,0.625,0.105,0.212
2015-04-25 07:00:00,0.188,0.188,0.188,0.666,0.125,0.309
2015-04-25 08:00:00,0.256,0.256,0.256,0.75,0.127,0.391
2015-04-25 09:00:00,0.341,0.341,0.341,0.798,0.16,0.464
2015-04-25 10:00:00,0.362,0.362,0.362,0.819,0.176,0.511
2015-04-25 11:00:00,0.212,0.212,0.212,0.764,0.122,0.484
2015-04-25 12:00:00,0.197,0.197,0.197,0.777,0.163,0.508
2015-04-25 13:00:00,0.184,0.184,0.184,0.786,0.214,0.499
2015-04-25 14:00:00,0.188,0.188,0.188,0.78,0.254,0.504
2015-04-25 15:00:00,0.184,0.184,0.184,0.79,0.242,0.502
2015-04-25 16:00:00,0.139,0.139,0.139,0.766,0.17,0.492
2015-04-25 17:00:00,0.081,0.081,0.081,0.727,0.106,0.42
2015-04-25 18:00:00,0.014,0.014,0.014,0.711,0.072,0.351
2015-04-25 19:00:00,0.0,0.0,0.0,0.603,0.026,0.333
2015-04-25 20:00:00,0.009,0.009,0.009,0.426,0.0,0.328
2015-04-25 21:00:00,0.05,0.05,0.05,0.288,0.0,0.332
2015-04-25 22:00:00,0.104,0.104,0.104,0.218,0.035,0.348
2015-04-25 23:00:00,0.055,0.055,0.055,0.199,0.017,0.356
2015-04-26 00:00:00,0.078,0.078,0.078,0.158,0.029,0.365
2015-04-26 01:00:00,0.119,0.119,0.119,0.116,0.012,0.363
2015-04-26 02:00:00,0.211,0.211,0.211,0.093,0.006,0.369
2015-04-26 03:00:00,0.448,0.448,0.448,0.086,0.008,0.429
2015-04-26 04:00:00,0.646,0.646,0.646,0.079,0.029,0.45
2015-04-26 05:00:00,0.594,0.594,0.594,0.073,0.171,0.396
2015-04-26 06:00:00,0.501,0.501,0.501,0.077,0.385,0.347
2015-04-26 07:00:00,0.424,0.424,0.424,0.077,0.321,0.291
2015-04-26 08:00:00,0.333,0.333,0.333,0.066,0.33,0.23
2015-04-26 09:00:00,0.226,0.226,0.226,0.054,0.332,0.195
2015-04-26 10:00:00,0.171,0.171,0.171,0.042,0.272,0.188
2015-04-26 11:00:00,0.115,0.115,0.115,0.027,0.202,0.149
