technology,parameter,technology_year,value
lignite power SC,lifetime,2015,25.0
lignite power SC,lifetime,2020,25.0
lignite power SC,lifetime,2025,25.0
lignite power SC,lifetime,2030,25.0
lignite power SC,lifetime,2035,25.0
lignite power SC,lifetime,2040,25.0
lignite power SC,lifetime,2045,25.0
lignite power SC,lifetime,2050,25.0
lignite power SC,variable_cost,2015,20.0
lignite power SC,variable_cost,2020,20.0
lignite power SC,variable_cost,2025,20.0
lignite power SC,variable_cost,2030,20.0
lignite power SC,variable_cost,2035,20.0
lignite power SC,variable_cost,2040,20.0
lignite power SC,variable_cost,2045,20.0
lignite power SC,variable_cost,2050,20.0
lignite supply,co2_emissions,2015,0.4
lignite supply,co2_emissions,2020,0.4
lignite supply,co2_emissions,2021,0.4
lignite supply,co2_emissions,2022,0.4
lignite supply,co2_emissions,2023,0.4
lignite supply,co2_emissions,2025,0.4
lignite supply,co2_emissions,2030,0.4
lignite supply,co2_emissions,2035,0.4
lignite supply,co2_emissions,2040,0.4
lignite supply,co2_emissions,2045,0.4
lignite supply,co2_emissions,2050,0.4
lignite supply,variable_cost,2020,12.0
lignite supply,variable_cost,2021,13.0
lignite supply,variable_cost,2022,10.0
lignite supply,variable_cost,2023,10.0
lignite supply,variable_cost,2025,13.0
lignite supply,variable_cost,2030,13.0
lignite supply,variable_cost,2035,13.0
lignite supply,variable_cost,2040,13.0
lignite supply,variable_cost,2045,13.0
lignite supply,variable_cost,2050,13.0
lulucf supply,co2_emissions,2015,-1.0
lulucf supply,co2_emissions,2020,-1.0
lulucf supply,co2_emissions,2021,-1.0
lulucf supply,co2_emissions,2022,-1.0
lulucf supply,co2_emissions,2023,-1.0
lulucf supply,co2_emissions,2025,-1.0
lulucf supply,co2_emissions,2030,-1.0
lulucf supply,co2_emissions,2035,-1.0
lulucf supply,co2_emissions,2040,-1.0
lulucf supply,co2_emissions,2045,-1.0
lulucf supply,co2_emissions,2050,-1.0
natural gas boiler,efficiency,2015,0.85
natural gas boiler,efficiency,2020,0.85
natural gas boiler,efficiency,2025,0.85
natural gas boiler,efficiency,2030,0.85
natural gas boiler,efficiency,2035,0.85
natural gas boiler,efficiency,2040,0.85
natural gas boiler,efficiency,2045,0.85
natural gas boiler,efficiency,2050,0.85
natural gas boiler,fixed_cost,2015,81000.0
natural gas boiler,fixed_cost,2020,81000.0
natural gas boiler,fixed_cost,2025,81000.0
natural gas boiler,fixed_cost,2030,81000.0
natural gas boiler,fixed_cost,2035,81000.0
natural gas boiler,fixed_cost,2040,81000.0
natural gas boiler,fixed_cost,2045,81000.0
natural gas boiler,fixed_cost,2050,81000.0
natural gas boiler,investment_cost,2015,1700000.0
natural gas boiler,investment_cost,2020,1700000.0
natural gas boiler,investment_cost,2025,1700000.0
natural gas boiler,investment_cost,2030,1700000.0
natural gas boiler,investment_cost,2035,1700000.0
natural gas boiler,investment_cost,2040,1700000.0
natural gas boiler,investment_cost,2045,1700000.0
natural gas boiler,investment_cost,2050,1700000.0
natural gas boiler,lifetime,2015,20.0
natural gas boiler,lifetime,2020,20.0
natural gas boiler,lifetime,2025,20.0
natural gas boiler,lifetime,2030,20.0
natural gas boiler,lifetime,2035,20.0
natural gas boiler,lifetime,2040,20.0
natural gas boiler,lifetime,2045,20.0
natural gas boiler,lifetime,2050,20.0
natural gas CHP CCGT,efficiency,2015,0.52
natural gas CHP CCGT,efficiency,2020,0.52
natural gas CHP CCGT,efficiency,2025,0.52
natural gas CHP CCGT,efficiency,2030,0.52
natural gas CHP CCGT,efficiency,2035,0.52
natural gas CHP CCGT,efficiency,2040,0.52
natural gas CHP CCGT,efficiency,2045,0.52
natural gas CHP CCGT,efficiency,2050,0.52
natural gas CHP CCGT,efficiency2,2015,0.31
natural gas CHP CCGT,efficiency2,2020,0.31
natural gas CHP CCGT,efficiency2,2025,0.31
natural gas CHP CCGT,efficiency2,2030,0.31
natural gas CHP CCGT,efficiency2,2035,0.31
natural gas CHP CCGT,efficiency2,2040,0.31
natural gas CHP CCGT,efficiency2,2045,0.31
natural gas CHP CCGT,efficiency2,2050,0.31
natural gas CHP CCGT,fixed_cost,2015,190000.0
natural gas CHP CCGT,fixed_cost,2020,190000.0
natural gas CHP CCGT,fixed_cost,2025,190000.0
natural gas CHP CCGT,fixed_cost,2030,190000.0
natural gas CHP CCGT,fixed_cost,2035,190000.0
natural gas CHP CCGT,fixed_cost,2040,190000.0
natural gas CHP CCGT,fixed_cost,2045,190000.0
natural gas CHP CCGT,fixed_cost,2050,190000.0
natural gas CHP CCGT,investment_cost,2015,5600000.0
natural gas CHP CCGT,investment_cost,2020,5600000.0
natural gas CHP CCGT,investment_cost,2025,5600000.0
natural gas CHP CCGT,investment_cost,2030,5600000.0
natural gas CHP CCGT,investment_cost,2035,5600000.0
natural gas CHP CCGT,investment_cost,2040,5600000.0
natural gas CHP CCGT,investment_cost,2045,5600000.0
natural gas CHP CCGT,investment_cost,2050,5600000.0
natural gas CHP CCGT,lifetime,2015,25.0
natural gas CHP CCGT,lifetime,2020,25.0
natural gas CHP CCGT,lifetime,2025,25.0
natural gas CHP CCGT,lifetime,2030,25.0
natural gas CHP CCGT,lifetime,2035,25.0
natural gas CHP CCGT,lifetime,2040,25.0
natural gas CHP CCGT,lifetime,2045,25.0
natural gas CHP CCGT,lifetime,2050,25.0
natural gas CHP CCGT,p_max_pu_annual,2015,0.93
natural gas CHP CCGT,p_max_pu_annual,2020,0.93
natural gas CHP CCGT,p_max_pu_annual,2025,0.93
natural gas CHP CCGT,p_max_pu_annual,2030,0.93
natural gas CHP CCGT,p_max_pu_annual,2035,0.93
natural gas CHP CCGT,p_max_pu_annual,2040,0.93
natural gas CHP CCGT,p_max_pu_annual,2045,0.93
natural gas CHP CCGT,p_max_pu_annual,2050,0.93
natural gas CHP CCGT,variable_cost,2015,28.0
natural gas CHP CCGT,variable_cost,2020,28.0
natural gas CHP CCGT,variable_cost,2025,28.0
natural gas CHP CCGT,variable_cost,2030,28.0
natural gas CHP CCGT,variable_cost,2035,28.0
natural gas CHP CCGT,variable_cost,2040,28.0
natural gas CHP CCGT,variable_cost,2045,28.0
natural gas CHP CCGT,variable_cost,2050,28.0
natural gas CHP CCGT old,efficiency,2015,0.52
natural gas CHP CCGT old,efficiency,2020,0.52
natural gas CHP CCGT old,efficiency,2025,0.52
natural gas CHP CCGT old,efficiency,2030,0.52
natural gas CHP CCGT old,efficiency,2035,0.52
natural gas CHP CCGT old,efficiency,2040,0.52
natural gas CHP CCGT old,efficiency,2045,0.52
natural gas CHP CCGT old,efficiency,2050,0.52
natural gas CHP CCGT old,efficiency2,2015,0.31
natural gas CHP CCGT old,efficiency2,2020,0.31
natural gas CHP CCGT old,efficiency2,2025,0.31
natural gas CHP CCGT old,efficiency2,2030,0.31
natural gas CHP CCGT old,efficiency2,2035,0.31
natural gas CHP CCGT old,efficiency2,2040,0.31
natural gas CHP CCGT old,efficiency2,2045,0.31
natural gas CHP CCGT old,efficiency2,2050,0.31
natural gas CHP CCGT old,fixed_cost,2015,190000.0
natural gas CHP CCGT old,fixed_cost,2020,190000.0
natural gas CHP CCGT old,fixed_cost,2025,190000.0
natural gas CHP CCGT old,fixed_cost,2030,190000.0
natural gas CHP CCGT old,fixed_cost,2035,190000.0
natural gas CHP CCGT old,fixed_cost,2040,190000.0
natural gas CHP CCGT old,fixed_cost,2045,190000.0
natural gas CHP CCGT old,fixed_cost,2050,190000.0
natural gas CHP CCGT old,lifetime,2015,25.0
natural gas CHP CCGT old,lifetime,2020,25.0
natural gas CHP CCGT old,lifetime,2025,25.0
natural gas CHP CCGT old,lifetime,2030,25.0
natural gas CHP CCGT old,lifetime,2035,25.0
natural gas CHP CCGT old,lifetime,2040,25.0
natural gas CHP CCGT old,lifetime,2045,25.0
natural gas CHP CCGT old,lifetime,2050,25.0
natural gas CHP CCGT old,p_max_pu_annual,2015,0.93
natural gas CHP CCGT old,p_max_pu_annual,2020,0.93
natural gas CHP CCGT old,p_max_pu_annual,2025,0.93
natural gas CHP CCGT old,p_max_pu_annual,2030,0.93
natural gas CHP CCGT old,p_max_pu_annual,2035,0.93
natural gas CHP CCGT old,p_max_pu_annual,2040,0.93
natural gas CHP CCGT old,p_max_pu_annual,2045,0.93
natural gas CHP CCGT old,p_max_pu_annual,2050,0.93
natural gas CHP CCGT old,variable_cost,2015,28.0
natural gas CHP CCGT old,variable_cost,2020,28.0
natural gas CHP CCGT old,variable_cost,2025,28.0
natural gas CHP CCGT old,variable_cost,2030,28.0
natural gas CHP CCGT old,variable_cost,2035,28.0
natural gas CHP CCGT old,variable_cost,2040,28.0
natural gas CHP CCGT old,variable_cost,2045,28.0
natural gas CHP CCGT old,variable_cost,2050,28.0
natural gas CHP old,efficiency,2015,0.43
natural gas CHP old,efficiency,2020,0.43
natural gas CHP old,efficiency,2025,0.43
natural gas CHP old,efficiency,2030,0.43
natural gas CHP old,efficiency,2035,0.43
natural gas CHP old,efficiency,2040,0.43
natural gas CHP old,efficiency,2045,0.43
natural gas CHP old,efficiency,2050,0.43
natural gas CHP old,efficiency2,2015,0.2
natural gas CHP old,efficiency2,2020,0.2
natural gas CHP old,efficiency2,2025,0.2
natural gas CHP old,efficiency2,2030,0.2
natural gas CHP old,efficiency2,2035,0.2
natural gas CHP old,efficiency2,2040,0.2
natural gas CHP old,efficiency2,2045,0.2
natural gas CHP old,efficiency2,2050,0.2
natural gas CHP old,fixed_cost,2015,190000.0
natural gas CHP old,fixed_cost,2020,190000.0
natural gas CHP old,fixed_cost,2025,190000.0
natural gas CHP old,fixed_cost,2030,190000.0
natural gas CHP old,fixed_cost,2035,190000.0
natural gas CHP old,fixed_cost,2040,190000.0
natural gas CHP old,fixed_cost,2045,190000.0
natural gas CHP old,fixed_cost,2050,190000.0
natural gas CHP old,lifetime,2015,25.0
natural gas CHP old,lifetime,2020,25.0
natural gas CHP old,lifetime,2025,25.0
natural gas CHP old,lifetime,2030,25.0
natural gas CHP old,lifetime,2035,25.0
natural gas CHP old,lifetime,2040,25.0
natural gas CHP old,lifetime,2045,25.0
natural gas CHP old,lifetime,2050,25.0
natural gas CHP old,p_max_pu_annual,2015,0.93
natural gas CHP old,p_max_pu_annual,2020,0.93
natural gas CHP old,p_max_pu_annual,2025,0.93
natural gas CHP old,p_max_pu_annual,2030,0.93
natural gas CHP old,p_max_pu_annual,2035,0.93
natural gas CHP old,p_max_pu_annual,2040,0.93
natural gas CHP old,p_max_pu_annual,2045,0.93
natural gas CHP old,p_max_pu_annual,2050,0.93
natural gas CHP old,variable_cost,2015,28.0
natural gas CHP old,variable_cost,2020,28.0
natural gas CHP old,variable_cost,2025,28.0
natural gas CHP old,variable_cost,2030,28.0
natural gas CHP old,variable_cost,2035,28.0
natural gas CHP old,variable_cost,2040,28.0
natural gas CHP old,variable_cost,2045,28.0
natural gas CHP old,variable_cost,2050,28.0
natural gas heat,efficiency,2015,0.9
natural gas heat,efficiency,2020,0.9
natural gas heat,efficiency,2025,0.9
natural gas heat,efficiency,2030,0.9
natural gas heat,efficiency,2035,0.9
natural gas heat,efficiency,2040,0.9
natural gas heat,efficiency,2045,0.9
natural gas heat,efficiency,2050,0.9
natural gas heat,fixed_cost,2015,12000.0
natural gas heat,fixed_cost,2020,12000.0
natural gas heat,fixed_cost,2025,12000.0
natural gas heat,fixed_cost,2030,12000.0
natural gas heat,fixed_cost,2035,12000.0
natural gas heat,fixed_cost,2040,12000.0
natural gas heat,fixed_cost,2045,12000.0
natural gas heat,fixed_cost,2050,12000.0
natural gas heat,investment_cost,2015,380000.0
natural gas heat,investment_cost,2020,380000.0
natural gas heat,investment_cost,2025,380000.0
natural gas heat,investment_cost,2030,380000.0
natural gas heat,investment_cost,2035,380000.0
natural gas heat,investment_cost,2040,380000.0
natural gas heat,investment_cost,2045,380000.0
natural gas heat,investment_cost,2050,380000.0
natural gas heat,lifetime,2015,25.0
natural gas heat,lifetime,2020,25.0
natural gas heat,lifetime,2025,25.0
natural gas heat,lifetime,2030,25.0
natural gas heat,lifetime,2035,25.0
natural gas heat,lifetime,2040,25.0
natural gas heat,lifetime,2045,25.0
natural gas heat,lifetime,2050,25.0
natural gas heat,p_max_pu_annual,2015,0.98
natural gas heat,p_max_pu_annual,2020,0.98
natural gas heat,p_max_pu_annual,2025,0.98
natural gas heat,p_max_pu_annual,2030,0.98
natural gas heat,p_max_pu_annual,2035,0.98
natural gas heat,p_max_pu_annual,2040,0.98
natural gas heat,p_max_pu_annual,2045,0.98
natural gas heat,p_max_pu_annual,2050,0.98
natural gas heat,variable_cost,2015,7.0
natural gas heat,variable_cost,2020,7.0
natural gas heat,variable_cost,2025,7.0
natural gas heat,variable_cost,2030,7.0
natural gas heat,variable_cost,2035,7.0
natural gas heat,variable_cost,2040,7.0
natural gas heat,variable_cost,2045,7.0
natural gas heat,variable_cost,2050,7.0
natural gas power CCGT,efficiency,2015,0.56
natural gas power CCGT,efficiency,2020,0.56
natural gas power CCGT,efficiency,2025,0.56
natural gas power CCGT,efficiency,2030,0.56
natural gas power CCGT,efficiency,2035,0.56
natural gas power CCGT,efficiency,2040,0.56
natural gas power CCGT,efficiency,2045,0.56
natural gas power CCGT,efficiency,2050,0.56
natural gas power CCGT,fixed_cost,2015,150000.0
natural gas power CCGT,fixed_cost,2020,150000.0
natural gas power CCGT,fixed_cost,2025,150000.0
natural gas power CCGT,fixed_cost,2030,150000.0
natural gas power CCGT,fixed_cost,2035,150000.0
natural gas power CCGT,fixed_cost,2040,150000.0
natural gas power CCGT,fixed_cost,2045,150000.0
natural gas power CCGT,fixed_cost,2050,150000.0
natural gas power CCGT,investment_cost,2015,4500000.0
natural gas power CCGT,investment_cost,2020,4500000.0
natural gas power CCGT,investment_cost,2025,4500000.0
natural gas power CCGT,investment_cost,2030,4500000.0
natural gas power CCGT,investment_cost,2035,4500000.0
natural gas power CCGT,investment_cost,2040,4500000.0
natural gas power CCGT,investment_cost,2045,4500000.0
natural gas power CCGT,investment_cost,2050,4500000.0
natural gas power CCGT,lifetime,2015,25.0
natural gas power CCGT,lifetime,2020,25.0
natural gas power CCGT,lifetime,2025,25.0
natural gas power CCGT,lifetime,2030,25.0
natural gas power CCGT,lifetime,2035,25.0
natural gas power CCGT,lifetime,2040,25.0
natural gas power CCGT,lifetime,2045,25.0
natural gas power CCGT,lifetime,2050,25.0
natural gas power CCGT,p_max_pu_annual,2015,0.93
natural gas power CCGT,p_max_pu_annual,2020,0.93
natural gas power CCGT,p_max_pu_annual,2025,0.93
natural gas power CCGT,p_max_pu_annual,2030,0.93
natural gas power CCGT,p_max_pu_annual,2035,0.93
natural gas power CCGT,p_max_pu_annual,2040,0.93
natural gas power CCGT,p_max_pu_annual,2045,0.93
natural gas power CCGT,p_max_pu_annual,2050,0.93
natural gas power CCGT,variable_cost,2015,28.0
natural gas power CCGT,variable_cost,2020,28.0
natural gas power CCGT,variable_cost,2025,28.0
natural gas power CCGT,variable_cost,2030,28.0
natural gas power CCGT,variable_cost,2035,28.0
natural gas power CCGT,variable_cost,2040,28.0
natural gas power CCGT,variable_cost,2045,28.0
natural gas power CCGT,variable_cost,2050,28.0
natural gas power peaker,efficiency,2015,0.43
natural gas power peaker,efficiency,2020,0.43
natural gas power peaker,efficiency,2025,0.43
natural gas power peaker,efficiency,2030,0.43
natural gas power peaker,efficiency,2035,0.43
natural gas power peaker,efficiency,2040,0.43
natural gas power peaker,efficiency,2045,0.43
natural gas power peaker,efficiency,2050,0.43
natural gas power peaker,fixed_cost,2015,46000.0
natural gas power peaker,fixed_cost,2020,46000.0
natural gas power peaker,fixed_cost,2025,46000.0
natural gas power peaker,fixed_cost,2030,46000.0
natural gas power peaker,fixed_cost,2035,46000.0
natural gas power peaker,fixed_cost,2040,46000.0
natural gas power peaker,fixed_cost,2045,46000.0
natural gas power peaker,fixed_cost,2050,46000.0
natural gas power peaker,investment_cost,2015,3000000.0
natural gas power peaker,investment_cost,2020,3000000.0
natural gas power peaker,investment_cost,2025,3000000.0
natural gas power peaker,investment_cost,2030,3000000.0
natural gas power peaker,investment_cost,2035,3000000.0
natural gas power peaker,investment_cost,2040,3000000.0
natural gas power peaker,investment_cost,2045,3000000.0
natural gas power peaker,investment_cost,2050,3000000.0
natural gas power peaker,lifetime,2015,25.0
natural gas power peaker,lifetime,2020,25.0
natural gas power peaker,lifetime,2025,25.0
natural gas power peaker,lifetime,2030,25.0
natural gas power peaker,lifetime,2035,25.0
natural gas power peaker,lifetime,2040,25.0
natural gas power peaker,lifetime,2045,25.0
natural gas power peaker,lifetime,2050,25.0
natural gas power peaker,p_max_pu_annual,2015,0.99
natural gas power peaker,p_max_pu_annual,2020,0.99
natural gas power peaker,p_max_pu_annual,2025,0.99
natural gas power peaker,p_max_pu_annual,2030,0.99
natural gas power peaker,p_max_pu_annual,2035,0.99
natural gas power peaker,p_max_pu_annual,2040,0.99
natural gas power peaker,p_max_pu_annual,2045,0.99
natural gas power peaker,p_max_pu_annual,2050,0.99
natural gas power peaker,variable_cost,2015,33.0
natural gas power peaker,variable_cost,2020,33.0
natural gas power peaker,variable_cost,2025,33.0
natural gas power peaker,variable_cost,2030,33.0
natural gas power peaker,variable_cost,2035,33.0
natural gas power peaker,variable_cost,2040,33.0
natural gas power peaker,variable_cost,2045,33.0
natural gas power peaker,variable_cost,2050,33.0
natural gas reforming,efficiency,2015,0.7
natural gas reforming,efficiency,2020,0.7
natural gas reforming,efficiency,2025,0.7
natural gas reforming,efficiency,2030,0.7
natural gas reforming,efficiency,2035,0.7
natural gas reforming,efficiency,2040,0.7
natural gas reforming,efficiency,2045,0.7
natural gas reforming,efficiency,2050,0.7
natural gas reforming,fixed_cost,2015,240000.0
natural gas reforming,fixed_cost,2020,240000.0
natural gas reforming,fixed_cost,2025,240000.0
natural gas reforming,fixed_cost,2030,240000.0
natural gas reforming,fixed_cost,2035,240000.0
natural gas reforming,fixed_cost,2040,240000.0
natural gas reforming,fixed_cost,2045,240000.0
natural gas reforming,fixed_cost,2050,240000.0
natural gas reforming,investment_cost,2015,5400000.0
natural gas reforming,investment_cost,2020,5400000.0
natural gas reforming,investment_cost,2025,5400000.0
natural gas reforming,investment_cost,2030,5400000.0
natural gas reforming,investment_cost,2035,5400000.0
natural gas reforming,investment_cost,2040,5400000.0
natural gas reforming,investment_cost,2045,5400000.0
natural gas reforming,investment_cost,2050,5400000.0
natural gas reforming,lifetime,2015,25.0
natural gas reforming,lifetime,2020,25.0
natural gas reforming,lifetime,2025,25.0
natural gas reforming,lifetime,2030,25.0
natural gas reforming,lifetime,2035,25.0
natural gas reforming,lifetime,2040,25.0
natural gas reforming,lifetime,2045,25.0
natural gas reforming,lifetime,2050,25.0
natural gas reforming,p_max_pu_annual,2015,0.9
natural gas reforming,p_max_pu_annual,2020,0.9
natural gas reforming,p_max_pu_annual,2025,0.9
natural gas reforming,p_max_pu_annual,2030,0.9
natural gas reforming,p_max_pu_annual,2035,0.9
natural gas reforming,p_max_pu_annual,2040,0.9
natural gas reforming,p_max_pu_annual,2045,0.9
natural gas reforming,p_max_pu_annual,2050,0.9
natural gas reforming,variable_cost,2015,30.0
natural gas reforming,variable_cost,2020,30.0
natural gas reforming,variable_cost,2025,30.0
natural gas reforming,variable_cost,2030,30.0
natural gas reforming,variable_cost,2035,30.0
natural gas reforming,variable_cost,2040,30.0
natural gas reforming,variable_cost,2045,30.0
natural gas reforming,variable_cost,2050,30.0
natural gas supply,co2_emissions,2015,0.2
natural gas supply,co2_emissions,2020,0.2
natural gas supply,co2_emissions,2021,0.2
natural gas supply,co2_emissions,2022,0.2
natural gas supply,co2_emissions,2023,0.2
natural gas supply,co2_emissions,2025,0.2
natural gas supply,co2_emissions,2030,0.2
natural gas supply,co2_emissions,2035,0.2
natural gas supply,co2_emissions,2040,0.2
natural gas supply,co2_emissions,2045,0.2
natural gas supply,co2_emissions,2050,0.2
natural gas supply,variable_cost,2020,100.0
natural gas supply,variable_cost,2021,170.0
natural gas supply,variable_cost,2022,420.0
natural gas supply,variable_cost,2023,210.0
natural gas supply,variable_cost,2025,180.0
natural gas supply,variable_cost,2030,180.0
natural gas supply,variable_cost,2035,180.0
natural gas supply,variable_cost,2040,180.0
natural gas supply,variable_cost,2045,180.0
natural gas supply,variable_cost,2050,180.0
nuclear power large,efficiency,2015,0.32
nuclear power large,efficiency,2020,0.32
nuclear power large,efficiency,2025,0.32
nuclear power large,efficiency,2030,0.32
nuclear power large,efficiency,2035,0.32
nuclear power large,efficiency,2040,0.32
nuclear power large,efficiency,2045,0.32
nuclear power large,efficiency,2050,0.32
nuclear power large,fixed_cost,2015,1100000.0
nuclear power large,fixed_cost,2020,1100000.0
nuclear power large,fixed_cost,2025,1100000.0
nuclear power large,fixed_cost,2030,1100000.0
nuclear power large,fixed_cost,2035,1100000.0
nuclear power large,fixed_cost,2040,1100000.0
nuclear power large,fixed_cost,2045,1100000.0
nuclear power large,fixed_cost,2050,1100000.0
nuclear power large,investment_cost,2015,45000000.0
nuclear power large,investment_cost,2020,45000000.0
nuclear power large,investment_cost,2025,45000000.0
nuclear power large,investment_cost,2030,45000000.0
nuclear power large,investment_cost,2035,45000000.0
nuclear power large,investment_cost,2040,45000000.0
nuclear power large,investment_cost,2045,45000000.0
nuclear power large,investment_cost,2050,45000000.0
nuclear power large,lifetime,2015,60.0
nuclear power large,lifetime,2020,60.0
nuclear power large,lifetime,2025,60.0
nuclear power large,lifetime,2030,60.0
nuclear power large,lifetime,2035,60.0
nuclear power large,lifetime,2040,60.0
nuclear power large,lifetime,2045,60.0
nuclear power large,lifetime,2050,60.0
nuclear power large,p_max_pu_annual,2015,0.9
nuclear power large,p_max_pu_annual,2020,0.9
nuclear power large,p_max_pu_annual,2025,0.9
nuclear power large,p_max_pu_annual,2030,0.9
nuclear power large,p_max_pu_annual,2035,0.9
nuclear power large,p_max_pu_annual,2040,0.9
nuclear power large,p_max_pu_annual,2045,0.9
nuclear power large,p_max_pu_annual,2050,0.9
nuclear power large,variable_cost,2015,35.0
nuclear power large,variable_cost,2020,35.0
nuclear power large,variable_cost,2025,35.0
nuclear power large,variable_cost,2030,35.0
nuclear power large,variable_cost,2035,35.0
nuclear power large,variable_cost,2040,35.0
nuclear power large,variable_cost,2045,35.0
nuclear power large,variable_cost,2050,35.0
nuclear power small,efficiency,2015,0.27
nuclear power small,efficiency,2020,0.27
nuclear power small,efficiency,2025,0.27
nuclear power small,efficiency,2030,0.27
nuclear power small,efficiency,2035,0.27
nuclear power small,efficiency,2040,0.27
nuclear power small,efficiency,2045,0.27
nuclear power small,efficiency,2050,0.27
nuclear power small,fixed_cost,2015,1200000.0
nuclear power small,fixed_cost,2020,1200000.0
nuclear power small,fixed_cost,2025,1200000.0
nuclear power small,fixed_cost,2030,1200000.0
nuclear power small,fixed_cost,2035,1200000.0
nuclear power small,fixed_cost,2040,1200000.0
nuclear power small,fixed_cost,2045,1200000.0
nuclear power small,fixed_cost,2050,1200000.0
nuclear power small,investment_cost,2015,48000000.0
nuclear power small,investment_cost,2020,48000000.0
nuclear power small,investment_cost,2025,48000000.0
nuclear power small,investment_cost,2030,48000000.0
nuclear power small,investment_cost,2035,48000000.0
nuclear power small,investment_cost,2040,48000000.0
nuclear power small,investment_cost,2045,48000000.0
nuclear power small,investment_cost,2050,48000000.0
nuclear power small,lifetime,2015,60.0
nuclear power small,lifetime,2020,60.0
nuclear power small,lifetime,2025,60.0
nuclear power small,lifetime,2030,60.0
nuclear power small,lifetime,2035,60.0
nuclear power small,lifetime,2040,60.0
nuclear power small,lifetime,2045,60.0
nuclear power small,lifetime,2050,60.0
nuclear power small,p_max_pu_annual,2015,0.9
nuclear power small,p_max_pu_annual,2020,0.9
nuclear power small,p_max_pu_annual,2025,0.9
nuclear power small,p_max_pu_annual,2030,0.9
nuclear power small,p_max_pu_annual,2035,0.9
nuclear power small,p_max_pu_annual,2040,0.9
nuclear power small,p_max_pu_annual,2045,0.9
nuclear power small,p_max_pu_annual,2050,0.9
nuclear power small,variable_cost,2015,37.0
nuclear power small,variable_cost,2020,37.0
nuclear power small,variable_cost,2025,37.0
nuclear power small,variable_cost,2030,37.0
nuclear power small,variable_cost,2035,37.0
nuclear power small,variable_cost,2040,37.0
nuclear power small,variable_cost,2045,37.0
nuclear power small,variable_cost,2050,37.0
other boiler,efficiency,2015,0.85
other boiler,efficiency,2020,0.85
other boiler,efficiency,2025,0.85
other boiler,efficiency,2030,0.85
other boiler,efficiency,2035,0.85
other boiler,efficiency,2040,0.85
other boiler,efficiency,2045,0.85
other boiler,efficiency,2050,0.85
other boiler,fixed_cost,2015,81000.0
other boiler,fixed_cost,2020,81000.0
other boiler,fixed_cost,2025,81000.0
other boiler,fixed_cost,2030,81000.0
other boiler,fixed_cost,2035,81000.0
other boiler,fixed_cost,2040,81000.0
other boiler,fixed_cost,2045,81000.0
other boiler,fixed_cost,2050,81000.0
other boiler,investment_cost,2015,1700000.0
other boiler,investment_cost,2020,1700000.0
other boiler,investment_cost,2025,1700000.0
other boiler,investment_cost,2030,1700000.0
other boiler,investment_cost,2035,1700000.0
other boiler,investment_cost,2040,1700000.0
other boiler,investment_cost,2045,1700000.0
other boiler,investment_cost,2050,1700000.0
other boiler,lifetime,2015,20.0
other boiler,lifetime,2020,20.0
other boiler,lifetime,2025,20.0
other boiler,lifetime,2030,20.0
other boiler,lifetime,2035,20.0
other boiler,lifetime,2040,20.0
other boiler,lifetime,2045,20.0
other boiler,lifetime,2050,20.0
other CHP,efficiency,2015,0.34
other CHP,efficiency,2020,0.34
other CHP,efficiency,2025,0.34
other CHP,efficiency,2030,0.34
other CHP,efficiency,2035,0.34
other CHP,efficiency,2040,0.34
other CHP,efficiency,2045,0.34
other CHP,efficiency,2050,0.34
other CHP,efficiency2,2015,0.36
other CHP,efficiency2,2020,0.36
other CHP,efficiency2,2025,0.36
other CHP,efficiency2,2030,0.36
other CHP,efficiency2,2035,0.36
other CHP,efficiency2,2040,0.36
other CHP,efficiency2,2045,0.36
other CHP,efficiency2,2050,0.36
other CHP,fixed_cost,2015,860000.0
other CHP,fixed_cost,2020,860000.0
other CHP,fixed_cost,2025,860000.0
other CHP,fixed_cost,2030,860000.0
other CHP,fixed_cost,2035,860000.0
other CHP,fixed_cost,2040,860000.0
other CHP,fixed_cost,2045,860000.0
other CHP,fixed_cost,2050,860000.0
other CHP,investment_cost,2015,32000000.0
other CHP,investment_cost,2020,32000000.0
other CHP,investment_cost,2025,32000000.0
other CHP,investment_cost,2030,32000000.0
other CHP,investment_cost,2035,32000000.0
other CHP,investment_cost,2040,32000000.0
other CHP,investment_cost,2045,32000000.0
other CHP,investment_cost,2050,32000000.0
other CHP,lifetime,2015,25.0
other CHP,lifetime,2020,25.0
other CHP,lifetime,2025,25.0
other CHP,lifetime,2030,25.0
other CHP,lifetime,2035,25.0
other CHP,lifetime,2040,25.0
other CHP,lifetime,2045,25.0
other CHP,lifetime,2050,25.0
other CHP,p_max_pu_annual,2015,0.94
other CHP,p_max_pu_annual,2020,0.94
other CHP,p_max_pu_annual,2025,0.94
other CHP,p_max_pu_annual,2030,0.94
other CHP,p_max_pu_annual,2035,0.94
other CHP,p_max_pu_annual,2040,0.94
other CHP,p_max_pu_annual,2045,0.94
other CHP,p_max_pu_annual,2050,0.94
other CHP,variable_cost,2015,97.0
other CHP,variable_cost,2020,97.0
other CHP,variable_cost,2025,97.0
other CHP,variable_cost,2030,97.0
other CHP,variable_cost,2035,97.0
other CHP,variable_cost,2040,97.0
other CHP,variable_cost,2045,97.0
other CHP,variable_cost,2050,97.0
other fuel supply,co2_emissions,2015,0.27
other fuel supply,co2_emissions,2020,0.27
other fuel supply,co2_emissions,2021,0.27
other fuel supply,co2_emissions,2022,0.27
